youtube_id,start_second,end_second,onto
8XXQjGj-PhU,50.0,60.0,/m/07qlf79
8XeUIsss1CU,30.0,40.0,/m/03m9d0z
8XhYoiqiEEg,10.0,20.0,/m/03qtwd
8Xi6ZYva-fk,250.0,260.0,/m/06_fw
8XiL5swy4PM,0.0,10.0,/m/03m9d0z
8XkOOK4TL8U,10.0,20.0,/m/03qtwd
8XmtFZY0KoA,280.0,290.0,/m/01yrx
8XxRxwdLpmo,20.0,30.0,/m/01yrx
8XzqBvXUmmw,20.0,30.0,/m/06_fw
8Y-m5i6odoo,0.0,10.0,/m/03m9d0z
8Y6zXBSg63o,60.0,70.0,/m/03k3r
8YGlccYyOjc,40.0,50.0,/m/07jdr
8YLweBSjNXI,360.0,370.0,/m/07jdr
8YUH8PhpQ7g,30.0,40.0,/m/03m9d0z
8YXTV8iTwYY,20.0,30.0,/m/03k3r
8YZFDDb-pOQ,60.0,70.0,/m/03m9d0z
8YcDK-1WP4U,60.0,70.0,/m/03m9d0z
8YcLLuzcRqM,250.0,260.0,/m/06h7j
8YcnxPpXz7U,340.0,350.0,/m/0g6b5
8Yu7HpzQU2I,280.0,290.0,/m/0_ksk
8YuBTNxPYqM,60.0,70.0,/m/0y4f8
8Z0nncsvNfY,50.0,60.0,/m/07jdr
8Z1oKwLBJO8,30.0,40.0,/m/03qtwd
8Z7EckbaATs,30.0,40.0,/m/03m9d0z
8Z8cnUzGIpY,20.0,30.0,/m/03m9d0z
8Z9T89snam4,40.0,50.0,/m/0y4f8
8ZCbU1zLJuI,30.0,40.0,/m/01yrx
8ZFYL0Wobr0,20.0,30.0,/m/0_ksk
8ZFwmXRe_Ps,140.0,150.0,/m/06mb1
8ZNfLWmdEko,30.0,40.0,/m/06h7j
8ZRqlp4OT70,170.0,180.0,/m/07jdr
8ZXySZ-vK5E,190.0,200.0,/m/03qtwd
8ZYvdEn0Ejs,3.0,13.0,/m/01yrx
8ZZwOFKifSY,60.0,70.0,/m/06mb1
8ZcIc4gXFwE,30.0,40.0,/m/01yrx
8Zj58snp6VI,550.0,560.0,/m/07jdr
8ZjNqBKwP-g,2.0,12.0,/m/0199g
8ZkrQBAmn90,80.0,90.0,/m/03qtwd
8ZmSpxseOtI,10.0,20.0,/m/01yrx
8ZvS6F2FgJg,260.0,270.0,/m/07jdr
8ZxFObcaMbQ,23.0,33.0,/m/01yrx
8ZzQD2YfeTE,290.0,300.0,/m/0y4f8
8ZzmerSSYjA,150.0,160.0,/m/06mb1
8_09oHCRXGw,10.0,20.0,/m/07jdr
8_4fnvMGjC8,50.0,60.0,/m/07jdr
8_7dWqVdE9c,120.0,130.0,/m/02k_mr
8_8pVDZmyQ4,10.0,20.0,/m/07jdr
8_AnJ_ZwZVQ,10.0,20.0,/m/0199g
8_H1ieQwD-I,26.0,36.0,/m/01yrx
8_K8HEAobQg,30.0,40.0,/m/07qlf79
8_KjBEm9xCs,380.0,390.0,/m/03m9d0z
8_O9rCXIev0,30.0,40.0,/m/03qtwd
8_OFbRpXIOk,30.0,40.0,/m/03k3r
8_OOGNR0WVU,22.0,32.0,/m/03m9d0z
8_YmuFV21Ao,190.0,200.0,/m/02k_mr
8_Yy57wf5V0,30.0,40.0,/m/0_ksk
8_tH6vdjCi0,30.0,40.0,/m/03qtwd
8_tXEUiSlNg,10.0,20.0,/m/01yrx
8_tzi7wSPhs,30.0,40.0,/m/03qtwd
8_wrsw12REY,170.0,180.0,/m/03qtwd
8a-U4vQVftc,30.0,40.0,/m/02k_mr
8a1ZRQjlfnI,230.0,240.0,/m/07jdr
8a1j82CUQTQ,270.0,280.0,/m/0g6b5
8a3L5adRsv8,60.0,70.0,/m/0g6b5
8a5_jSl_mSo,250.0,260.0,/m/07jdr
8aAJgB4xAIw,0.0,10.0,/m/05kq4
8aHJ4PNGIz0,17.0,27.0,/m/06h7j
8aJ2JOSQTrI,80.0,90.0,/m/02k_mr
8aNj2ItTaIs,180.0,190.0,"/m/03m9d0z, /m/05kq4"
8aODU_lTEos,50.0,60.0,/m/01yrx
8aOFq6FYaoM,30.0,40.0,/m/03qtwd
8aPWh_z7ayA,460.0,470.0,/m/0g6b5
8aPdMyYaBVE,29.0,39.0,/m/01yrx
8aRvToWAqbk,0.0,10.0,/m/03qtwd
8aULHoE_QHE,3.0,13.0,/m/06h7j
8aUl3wr8vvs,50.0,60.0,/m/03m9d0z
8aUstb3jUwU,30.0,40.0,/m/03qtwd
8aWcXghnF4A,190.0,200.0,/m/03m9d0z
8aXqixPNzgg,310.0,320.0,/m/03qtwd
8aZY_Zexeqc,30.0,40.0,/m/0g6b5
8aaSD4OhGxc,70.0,80.0,/m/07jdr
8abKUwQZlf4,0.0,6.0,/m/01yrx
8ahG8L9Gggs,90.0,100.0,/m/0_ksk
8aiPMllc3FE,380.0,390.0,/m/07jdr
8ajOEwyHhag,220.0,230.0,/m/0y4f8
8amQDC_Y3cQ,90.0,100.0,/m/06mb1
8aokC4knIV0,30.0,40.0,/m/03k3r
8atuYQkCR_M,70.0,80.0,/m/02k_mr
8b0j68k1ZnQ,30.0,40.0,/m/06mb1
8b4I96l0e-0,40.0,50.0,/m/07jdr
8b4aEnaqVg8,50.0,60.0,/m/06_fw
8b4mxbKr6E4,30.0,40.0,/m/07qlf79
8b79ld5QLcw,360.0,370.0,/m/0_ksk
8b7GwMmz3Sk,30.0,40.0,/m/07qlf79
8bA4LrCUGUY,330.0,340.0,/m/07jdr
8bB8lYW_TN8,0.0,10.0,/m/06bz3
8bC496dReIo,40.0,50.0,/m/0_ksk
8bG2j99V3NY,170.0,180.0,/m/0_ksk
8bHm11DUimE,50.0,60.0,/m/05kq4
8bI-JqFSa24,30.0,40.0,/m/01yrx
8bIG1qctXDc,10.0,20.0,/m/02k_mr
8bK_uJolgpg,560.0,570.0,/m/07jdr
8bMiKVPN_E0,30.0,40.0,/m/07jdr
8bOe0pqmbfw,20.0,30.0,/m/06bz3
8bQjIbJuv9Y,10.0,20.0,/m/0g6b5
8bV3ZYMmI94,160.0,170.0,"/m/03m9d0z, /m/05kq4"
8bX8Qcbkl4Y,60.0,70.0,/m/0y4f8
8bXcxLFTR2E,30.0,40.0,/m/03qtwd
8bYnNIEg8_U,0.0,10.0,/m/07jdr
8bZFe8tgaUc,30.0,40.0,/m/03qtwd
8baazBBUDY0,30.0,40.0,/m/01yrx
8biiVQfU8jY,60.0,70.0,/m/03qtwd
8bk8vLLbG8I,30.0,40.0,/m/01yrx
8bltKLXnQ0E,30.0,40.0,/m/03qtwd
8bp6vaekXpw,120.0,130.0,/m/03qtwd
8bruaBelKno,16.0,26.0,/m/03k3r
8bzttikLS4U,30.0,40.0,/m/03qtwd
8c-GmaxXaUc,30.0,40.0,/m/07qlf79
8c0gNtqB6K0,30.0,40.0,/m/07jdr
8c1bwoiE5_k,250.0,260.0,/m/0y4f8
8c3JetmH6L0,30.0,40.0,/m/06h7j
8cFFeTzVU74,50.0,60.0,/m/03vt0
8cFK08L6VhI,60.0,70.0,/m/03qtwd
8cGWm7e6V0Y,25.0,35.0,/m/01yrx
8cJL0VjIXzM,30.0,40.0,/m/01yrx
8cKsZ6mV9zE,70.0,80.0,/m/03qtwd
8cL-4Bdc4gU,40.0,50.0,/m/07jdr
8cO5qVAeOpI,440.0,450.0,/m/03vt0
8cOfT1SohCs,30.0,40.0,/m/03m9d0z
8cSwbVzj1Wo,160.0,170.0,/m/0_ksk
8cVtW6V-GDs,30.0,40.0,/m/05kq4
8cXutWVRbgM,30.0,40.0,/m/05kq4
8cZCelp2dWo,330.0,340.0,/m/03qtwd
8cZsn1DuUkA,30.0,40.0,/m/03qtwd
8ccJqFh1Oj4,30.0,40.0,/m/07jdr
8cgFVl_SdP0,210.0,220.0,/m/02k_mr
8cmLNeBCUZI,20.0,30.0,/m/07qlf79
8cuozB2yIl8,30.0,40.0,/m/03qtwd
8cvvQmz_4FY,30.0,40.0,/m/07jdr
8cwMGg7E5_c,30.0,40.0,/m/07jdr
8d1H80Kt-7M,100.0,110.0,/m/02k_mr
8d3VaeOz9qI,30.0,40.0,/m/06mb1
8dFxtC7xJFQ,30.0,40.0,/m/01yrx
8dNx_a6ysjo,150.0,160.0,/m/06bz3
8dOLKt5RZDU,30.0,40.0,/m/03qtwd
8dTn5fXXq9I,0.0,10.0,/m/06h7j
8dU2SzkivMI,190.0,200.0,/m/03qtwd
8dUQ8FQqkDo,20.0,30.0,/m/03k3r
8dgywK01JL8,23.0,33.0,/m/03m9d0z
8djA0CTUmfs,70.0,80.0,/m/06mb1
8dnc2Ueq1rU,260.0,270.0,/m/03qtwd
8ds9oSvmBqI,9.0,19.0,/m/0199g
8dsZOAC80UI,30.0,40.0,/m/07qlf79
8dsuv09W_1k,40.0,50.0,/m/0_ksk
8duD4MPxJ5Q,30.0,40.0,/m/07qlf79
8dyIyG5T7tA,50.0,60.0,/m/07jdr
8e-iXN1qF-o,30.0,40.0,/m/03k3r
8e-rYQUf_eU,130.0,140.0,/m/07jdr
8e25MxrkJzo,190.0,200.0,/m/03qtwd
8e2hsrj3RjI,100.0,110.0,/m/06bz3
8e95dYtqFtI,30.0,40.0,/m/03k3r
8e9tbsbRXlI,30.0,40.0,/m/01yrx
8eE1Gksyma0,300.0,310.0,/m/06mb1
8eVt9Z91wLg,230.0,240.0,/m/03m9d0z
8eb8YZv-tfk,30.0,40.0,/m/01yrx
8ebKgCBeEX8,30.0,40.0,/m/03k3r
8ecb76llr1I,30.0,40.0,"/m/03m9d0z, /m/05kq4"
8ecguKdQpDE,0.0,10.0,/m/0y4f8
8ee-bCZtc_g,11.0,21.0,/m/01yrx
8ejz4gNrYBE,360.0,370.0,/m/07jdr
8enK47C4bqM,60.0,70.0,/m/03qtwd
8enRnt29hy8,30.0,40.0,/m/06h7j
8enj8G2vtXs,0.0,10.0,/m/0199g
8enwNoCz9LY,30.0,40.0,/m/07jdr
8eo_ee0AK7o,130.0,140.0,/m/07jdr
8epGJUhf6Tc,220.0,230.0,/m/03vt0
8eqJusWtoBU,30.0,40.0,/m/06h7j
8esGs4xcvP4,30.0,40.0,/m/06bz3
8esWlb_7nJ4,510.0,520.0,/m/03qtwd
8esWnlIeZnI,0.0,10.0,/m/06mb1
8evvUj59lEM,30.0,40.0,/m/03k3r
8f09QOXzhPw,70.0,80.0,/m/0g6b5
8f0rG3gLX90,320.0,330.0,/m/03qtwd
8f0wAKMGKRY,10.0,20.0,/m/03qtwd
8f6FEX-2DAA,10.0,20.0,/m/07jdr
8fKgk53wf5E,40.0,50.0,/m/06bz3
8fPo1hoeOZs,30.0,40.0,/m/0199g
8fWzM_Q2IbQ,30.0,40.0,/m/03m9d0z
8fXbJSy_ch4,190.0,200.0,"/m/03qtwd, /m/0y4f8"
8fijWM6Orxw,30.0,40.0,/m/01yrx
8fjJo8YNq0M,20.0,30.0,/m/0g6b5
8fkC-oOF_00,0.0,4.0,/m/05kq4
8fkyPvtnsmk,22.0,32.0,/m/01yrx
8fovEPX6V_s,230.0,240.0,/m/07jdr
8fwSeHcfbrM,330.0,340.0,/m/06bz3
8g-UHgqkgKQ,30.0,40.0,/m/07qlf79
8g0YAhuM_hU,70.0,80.0,/m/03m9d0z
8g4jeawjFQI,110.0,120.0,/m/0199g
8g74blbW6FM,30.0,40.0,/m/03k3r
8gAMieUklJs,30.0,40.0,/m/03k3r
8gCJnfCXOBM,250.0,260.0,/m/07jdr
8gFLOGOJ-wo,40.0,50.0,/m/05kq4
8gHwCSxju2s,100.0,110.0,/m/03k3r
8gIlxv8GdgA,150.0,160.0,/m/03qtwd
8gKx2AWu7Nk,520.0,530.0,/m/06mb1
8gNbNQA5_qE,10.0,20.0,/m/0g6b5
8gNebo-QxEo,60.0,70.0,/m/07jdr
8gR0Ar784sg,200.0,210.0,/m/06mb1
8gV1C-CquWQ,30.0,40.0,/m/03m9d0z
8gZ4rFTCaTE,30.0,40.0,/m/06h7j
8gZrUA1INOM,220.0,230.0,/m/07jdr
8gd3YTxp178,150.0,160.0,/m/07jdr
8goQe36-OoM,21.0,31.0,/m/07qlf79
8gqjN6GlxOw,60.0,70.0,/m/0y4f8
8gs7GtrOqt4,30.0,40.0,/m/07qlf79
8gtlG2uPbQo,30.0,40.0,"/m/03qtwd, /m/06h7j"
8gvTkR8gcxk,30.0,40.0,"/m/03m9d0z, /m/05kq4"
8h0qQiiZyTc,30.0,40.0,/m/03qtwd
8h4ZHd_fwVI,30.0,40.0,/m/03m9d0z
8h9e23lPml4,250.0,260.0,/m/0y4f8
8hEuJY9ZWew,260.0,270.0,/m/02k_mr
8hG39KSN8II,0.0,10.0,/m/01yrx
8hJru3xuq1s,30.0,40.0,/m/03m9d0z
8hU-ZHRUUYg,30.0,40.0,/m/03k3r
8hV8Dqdb2NM,30.0,40.0,/m/07jdr
8hZJr8gyapk,30.0,40.0,/m/03qtwd
8hdYSD_wq44,18.0,28.0,/m/03m9d0z
8hgWjHhoes8,80.0,90.0,/m/06mb1
8hjMdRqADdM,30.0,40.0,/m/06mb1
8hlMZnxqHeE,30.0,40.0,/m/07jdr
8hn_VSAd-Fg,10.0,20.0,/m/03qtwd
8huUloPdwxc,30.0,40.0,"/m/03m9d0z, /m/05kq4"
8i6H9EYZ0fk,30.0,40.0,/m/03k3r
8i6L2r-jkA8,30.0,40.0,/m/07qlf79
8iBIWhgOgwk,30.0,40.0,/m/03qtwd
8iBcXhlbBrE,150.0,160.0,/m/0g6b5
8iCN98fef4o,30.0,40.0,/m/03qtwd
8iH1aboY72M,0.0,10.0,/m/0y4f8
8iIHUVBR2P4,30.0,40.0,/m/01yrx
8iIvwGPT2k4,20.0,30.0,/m/0g6b5
8iLIydqin8Q,20.0,30.0,/m/01yrx
8iQRpAlYs60,30.0,40.0,/m/03qtwd
8iW-fp9_1OI,30.0,40.0,/m/06h7j
8iawDgbSjO0,29.0,39.0,/m/06mb1
8ieujxqyCzU,60.0,70.0,/m/06bz3
8if3r6MpcVk,30.0,40.0,/m/06mb1
8ifTwn21LRA,0.0,10.0,/m/07jdr
8igQvAKjux8,450.0,460.0,/m/07jdr
8ilwlwOm5qY,30.0,40.0,/m/03qtwd
8in2rrI25n0,130.0,140.0,/m/07qlf79
8ip8Fv97Jic,30.0,40.0,/m/03qtwd
8ishaG9pyMA,30.0,40.0,/m/03qtwd
8isn44CyY0g,10.0,20.0,/m/0_ksk
8itRcDYjTiw,30.0,40.0,/m/07qlf79
8iwiS5ZvOSg,70.0,80.0,/m/03qtwd
8ixNtVkc9CM,60.0,70.0,/m/03qtwd
8iyZ0vvnslA,40.0,50.0,/m/0g6b5
8j13SYdDBak,30.0,40.0,/m/03k3r
8j3ItsJv8Qw,30.0,40.0,/m/0199g
8j5UmCnvpfk,30.0,40.0,/m/06mb1
8j5yvDDgPOQ,20.0,30.0,/m/06mb1
8j77ZZVXO18,60.0,70.0,/m/03vt0
8j7q3t8ie10,30.0,40.0,/m/07qlf79
8j8zyux3olc,30.0,40.0,/m/07jdr
8jAvFGxr0Jc,0.0,4.0,/m/06_fw
8jBDvtJ5q94,130.0,140.0,/m/03m9d0z
8jBZduWk8m8,140.0,150.0,/m/03vt0
8jCv_FqFaoM,30.0,40.0,/m/06h7j
8jCy3gEe_Mk,28.0,38.0,/m/03m9d0z
8jI7-qo0w9c,30.0,40.0,/m/01yrx
8jJqAyo83b0,30.0,40.0,/m/01yrx
8jQOmXo3eLs,0.0,10.0,/m/03vt0
8jSxhbZXut0,320.0,330.0,/m/07jdr
8jThO7UFCm4,50.0,60.0,/m/07jdr
8jXr68snBSc,30.0,40.0,/m/0y4f8
8jajDwx26wk,30.0,40.0,/m/0199g
8jb7msN4BS0,80.0,90.0,/m/0y4f8
8jcxhU-m-Cs,20.0,30.0,/m/0_ksk
8jiVd0RrQGY,40.0,50.0,/m/06_fw
8jjuYfenHGI,0.0,10.0,/m/01yrx
8jlzOee-8ZI,30.0,40.0,/m/03m9d0z
8jmXPfXdulE,30.0,40.0,/m/06h7j
8jqkGTQQldI,30.0,40.0,/m/07qlf79
8k0y9VqAYSQ,130.0,140.0,/m/07jdr
8k55f9souo0,20.0,30.0,/m/07jdr
8k5bo6pmC0E,30.0,40.0,/m/06bz3
8kBAEwX90JQ,30.0,40.0,/m/03qtwd
8kCUpkggJso,60.0,70.0,/m/07jdr
8kLxpwI04xo,300.0,310.0,/m/06_fw
8kMnyl8qibQ,30.0,40.0,/m/07jdr
8kOMLOOYf-M,320.0,330.0,/m/07jdr
8kOr7Luc-MM,10.0,20.0,/m/03vt0
8kRXMaJsZJw,80.0,90.0,/m/06_fw
8kegA8tCRzc,0.0,10.0,/m/06_fw
8khQMNhFeso,60.0,70.0,/m/07jdr
8kl8y-5JFZ0,30.0,40.0,/m/03k3r
8kmnDXImOYA,30.0,40.0,/m/07jdr
8kqAD9e0U84,50.0,60.0,/m/06mb1
8krXnJ46_Do,50.0,60.0,/m/03qtwd
8kwOfTlIWTQ,30.0,40.0,/m/03qtwd
8kxORPRJH-8,70.0,80.0,/m/0_ksk
8kyCa2s4GbM,50.0,60.0,/m/0199g
8kzmneKhvfc,30.0,40.0,/m/07jdr
8l3BgdKOzNQ,9.0,19.0,/m/01yrx
8l7qHOIZTUE,30.0,40.0,"/m/03m9d0z, /m/05kq4"
8lCzYmTGTlw,90.0,100.0,/m/06h7j
8lFhx27HTcs,390.0,400.0,/m/07jdr
8lGnjq1bUEI,120.0,130.0,/m/06bz3
8lN6twSS9AI,150.0,160.0,/m/06bz3
8lQwvOiZJlM,30.0,40.0,/m/07jdr
8lRDJ3QlEK0,9.0,19.0,/m/01yrx
8lVMubpeqf0,100.0,110.0,/m/03qtwd
8lY4pcnfLT8,10.0,20.0,/m/06h7j
8lYbrcsOEBY,170.0,180.0,/m/0199g
8lb3SEKZCa4,330.0,340.0,/m/03qtwd
8lb7u0MW7h4,30.0,40.0,/m/07jdr
8lf3EWUvJmE,310.0,320.0,/m/03qtwd
8lkrFxIEGp8,10.0,20.0,/m/03qtwd
8lnhgEE1RVs,330.0,340.0,/m/0_ksk
8loHnl74vdQ,130.0,140.0,/m/02k_mr
8lxvNnn6HFY,110.0,120.0,/m/03qtwd
8m0l7dmpBFU,30.0,40.0,/m/03qtwd
8mAgde_sIKw,0.0,6.0,/m/03k3r
8mJUrleJwXo,70.0,80.0,/m/0g6b5
8mP7OU-eJpM,20.0,30.0,/m/0g6b5
8mS41t_wSaI,5.0,15.0,/m/0199g
8maK9xHlwKE,210.0,220.0,/m/03m9d0z
8mbcwQgaR30,30.0,40.0,/m/03m9d0z
8mkfWso2UxI,13.0,23.0,/m/03m9d0z
8mpElC64Plc,100.0,110.0,/m/06_fw
8mr2NyBjvRc,140.0,150.0,/m/0199g
8mt0SEu-b6M,150.0,160.0,/m/03qtwd
8mvesp2-nkE,20.0,30.0,/m/03vt0
8mxmmF33xT0,24.0,34.0,/m/01yrx
8n-FKAjVPaQ,40.0,50.0,/m/03k3r
8n1jkGRlae8,210.0,220.0,/m/03qtwd
8n239ET9mLI,110.0,120.0,/m/03qtwd
8n3CnjSaZfI,200.0,210.0,/m/05kq4
8nCRjESUMWc,400.0,410.0,/m/07jdr
8nD1dDtukbA,60.0,70.0,/m/0_ksk
8nGAbZmWhC4,7.0,17.0,/m/01yrx
8nHo3NGqrlA,10.0,20.0,/m/03m9d0z
8nJFMWEsujw,300.0,310.0,/m/03vt0
8nJFr9YtOKQ,0.0,10.0,/m/05kq4
8nNIi4afJ3M,170.0,180.0,/m/0y4f8
8nRK24_od18,30.0,40.0,/m/02k_mr
8nU1aVscJec,30.0,40.0,/m/03m9d0z
8nW-Y9grC8s,0.0,10.0,/m/03vt0
8nWogsLPQTc,30.0,40.0,/m/0g6b5
8naj2THt5C0,30.0,40.0,/m/01yrx
8neq4QdWGKI,30.0,40.0,/m/05kq4
8nk9xsIutTo,30.0,40.0,/m/03qtwd
8nm6-lhxeu0,400.0,410.0,/m/06mb1
8nnhqohOgls,80.0,90.0,/m/03qtwd
8np7wFQdfXg,480.0,490.0,/m/0_ksk
8ntVcN6F6r0,0.0,10.0,/m/06bz3
8nwv0siTq5E,30.0,40.0,/m/03k3r
8nwxd8JYcPI,30.0,40.0,/m/06h7j
8o-KM79k5bU,300.0,310.0,/m/03qtwd
8o1pxVZPWb8,50.0,60.0,/m/0_ksk
8o2eZ8fJMuQ,14.0,24.0,/m/03vt0
8o4weLSlHmM,160.0,170.0,/m/03vt0
8oCVt4xj93c,30.0,40.0,/m/03qtwd
8oFb06tM7Pk,1.0,11.0,/m/06_fw
8oJu5YcDEck,50.0,60.0,"/m/03m9d0z, /m/05kq4"
8oKHnYjdQJA,30.0,40.0,/m/06h7j
8oKeVBlLIKU,0.0,10.0,/m/03qtwd
8oOs7rKuLWU,25.0,35.0,/m/03k3r
8oR015XiIJQ,40.0,50.0,/m/05kq4
8oVCtHu12OI,40.0,50.0,/m/03qtwd
8oVD7mrY9zw,90.0,100.0,/m/0_ksk
8oYW65LmOB4,30.0,40.0,/m/06h7j
8o_XTO1Fj8Q,70.0,80.0,/m/0y4f8
8oab2No5tjs,40.0,50.0,/m/06mb1
8ocW80uE91Y,0.0,10.0,/m/03qtwd
8odlfo86JZ4,30.0,40.0,/m/05kq4
8ofUJ84wt-8,50.0,60.0,/m/06_fw
8oiyk_l1m1k,0.0,10.0,/m/03vt0
8ojB0qORi1I,170.0,180.0,/m/06bz3
8ojRvCP93AY,10.0,20.0,/m/07jdr
8ol4USuYavE,10.0,20.0,/m/03vt0
8olP-RiHDX4,23.0,33.0,/m/07jdr
8otabG8XbTs,140.0,150.0,/m/06bz3
8ougd5-gJck,30.0,40.0,/m/06mb1
8p22LSfNvsk,290.0,300.0,/m/06bz3
8p3o3OJad4U,0.0,10.0,/m/03vt0
8p5Y9Sti9T0,30.0,40.0,/m/07jdr
8p9_2CsLNvY,90.0,100.0,/m/03vt0
8pDHGGH14hE,30.0,40.0,/m/06mb1
8pDy0E1KZKM,30.0,40.0,/m/06bz3
8pGE4_cJrSI,170.0,180.0,/m/0y4f8
8pJ8CbSqBio,70.0,80.0,/m/06mb1
8pMDeyf08xc,90.0,100.0,/m/03qtwd
8pS-JhOxEFc,20.0,30.0,/m/06_fw
8pTubz3C9oM,210.0,220.0,/m/03qtwd
8pWnd9SV5V4,70.0,80.0,/m/0g6b5
8pgqAk7daPA,230.0,240.0,/m/0_ksk
8ph2oOxvwmY,18.0,28.0,/m/01yrx
8pi9mA0v99w,260.0,270.0,/m/0y4f8
8pkvslPz4kw,170.0,180.0,/m/03m9d0z
8pmCO4QckKo,70.0,80.0,/m/03qtwd
8pofSwqFmao,90.0,100.0,/m/03vt0
8pr6xUafFPQ,320.0,330.0,/m/03qtwd
8pxgVHGRv9s,270.0,280.0,/m/07jdr
8pzHC_R91f0,30.0,40.0,/m/06bz3
8pzK1XUY97I,0.0,10.0,/m/03vt0
8q7LAoZbZz8,150.0,160.0,/m/03qtwd
8qA9p5X5AS0,30.0,40.0,/m/03qtwd
8qEmOcFfGOg,20.0,30.0,/m/07jdr
8qG_aUAU4YU,240.0,250.0,/m/0y4f8
8qHmXMMCrlI,100.0,110.0,/m/06bz3
8qK8-P2CvWM,30.0,40.0,/m/07jdr
8qK_WYBmRWU,0.0,10.0,/m/02k_mr
8qT8pBltyNA,30.0,40.0,/m/03m9d0z
8qU1cWzfGY8,220.0,230.0,/m/03qtwd
8qU8EngUnlA,0.0,8.0,/m/03k3r
8qUDZnyFXLw,270.0,280.0,/m/0199g
8qUrKxFF5pM,320.0,330.0,/m/0y4f8
8qkJN82XbQg,200.0,210.0,/m/03vt0
8qmDZQuYQa8,30.0,40.0,/m/06h7j
8qqRatK5NnU,40.0,50.0,/m/03qtwd
8qv_WCvp19o,90.0,100.0,/m/03m9d0z
8r-VKC8vFyg,60.0,70.0,/m/06_fw
8r09QaawmKQ,30.0,40.0,/m/03vt0
8r0OpfBafAk,11.0,21.0,/m/01yrx
8r3nCS7hk70,30.0,40.0,/m/0199g
8r60WokHApg,20.0,30.0,/m/02k_mr
8r6NTgQFXLE,50.0,60.0,/m/06mb1
8rFUZiMoSms,30.0,40.0,/m/03k3r
8rJUl8FcSEM,30.0,40.0,/m/06h7j
8rJg1lDLPa0,140.0,150.0,/m/07qlf79
8rRcKV1COK8,110.0,120.0,/m/03m9d0z
8rWaugQDwEc,22.0,32.0,/m/03qtwd
8rbvXrCBiqA,30.0,40.0,/m/07jdr
8re4U-L8IjE,450.0,460.0,/m/0_ksk
8rfKjqc15_Y,30.0,40.0,/m/06h7j
8rhL_y3S6lc,30.0,40.0,/m/06mb1
8rja4nNJgrM,20.0,30.0,/m/03qtwd
8rk-g96wb-Q,0.0,10.0,/m/06bz3
8rnCxY5LbL0,20.0,30.0,/m/0g6b5
8rw7gvutGAs,580.0,590.0,/m/0_ksk
8s7RjeW0BiA,0.0,10.0,/m/01yrx
8s8Ky67QtbI,110.0,120.0,/m/03qtwd
8sKs0lQXw74,30.0,40.0,/m/03qtwd
8sN6Bi4ma0I,120.0,130.0,/m/06_fw
8sNylCXXoxk,25.0,35.0,/m/07qlf79
8sUiScV_ZNk,70.0,80.0,/m/06h7j
8sZYBtcD0mo,30.0,40.0,/m/06mb1
8saCya6AHyM,470.0,480.0,/m/07jdr
8sbagXe5w0w,90.0,100.0,/m/03qtwd
8sh6TlTSXLE,80.0,90.0,/m/0g6b5
8shULnwiwGs,30.0,40.0,/m/07jdr
8sijBiQ0bgw,90.0,100.0,/m/03vt0
8skU-09qUnE,30.0,40.0,/m/03k3r
8spZIVyokz8,30.0,40.0,/m/01yrx
8stJ8w2exro,60.0,70.0,/m/0_ksk
8svG6PHWteU,30.0,40.0,/m/03k3r
8t-MY9OOurQ,0.0,10.0,/m/07jdr
8t4PWuA8sSM,110.0,120.0,"/m/03m9d0z, /m/05kq4"
8tC9BD6s-So,440.0,450.0,/m/07jdr
8tDEidI7XaU,30.0,40.0,/m/02k_mr
8tHG2WLFBM0,130.0,140.0,/m/03qtwd
8tMOihrUGTA,30.0,40.0,/m/01yrx
8tPC1zlb3tI,5.0,15.0,/m/07jdr
8tSljz2WQHA,170.0,180.0,/m/0g6b5
8tTCNT8rDdk,80.0,90.0,/m/0_ksk
8tWbfyXyQ7Y,30.0,40.0,/m/06h7j
8tXPMmCnv1k,100.0,110.0,/m/0g6b5
8tXPthAGf0Y,30.0,40.0,/m/06h7j
8tcB3xoSiJ4,210.0,220.0,/m/0y4f8
8tiAJWdNTDw,260.0,270.0,/m/07jdr
8tiz5Vv5Mrk,0.0,10.0,/m/06bz3
8tkIu7NVRe0,230.0,240.0,/m/07jdr
8tkL9td7E1A,30.0,40.0,/m/01yrx
8tmuXPYJot8,30.0,40.0,/m/07qlf79
8tsUOSjMYKk,170.0,180.0,/m/0_ksk
8tvxdMAnJeY,30.0,40.0,/m/03qtwd
8tw0sqsxCqY,10.0,20.0,/m/03qtwd
8u1B4CGxgQ8,50.0,60.0,/m/03k3r
8u1o7AFJrVc,30.0,40.0,/m/01yrx
8u3UJypBmN4,30.0,40.0,/m/07qlf79
8u52d719Fs0,10.0,20.0,/m/0_ksk
8u6CkWL5Caw,20.0,30.0,/m/0199g
8u7_UBwLFbA,0.0,9.0,/m/0199g
8uC7ntLrm7k,30.0,40.0,/m/01yrx
8uG3rqOGar8,0.0,5.0,/m/03qtwd
8uKTzOjyJ2M,200.0,210.0,/m/03m9d0z
8uQRcbFB9lQ,30.0,40.0,/m/06h7j
8uQh3kXo2dM,30.0,40.0,/m/06mb1
8uRLRbSObn8,30.0,40.0,/m/06bz3
8uVh5wJkrnI,30.0,40.0,"/m/03m9d0z, /m/05kq4"
8uVrm3qXzF4,30.0,40.0,/m/03k3r
8u_1hxvSqkQ,30.0,40.0,/m/03k3r
