youtube_id,start_seconds,end_seconds,onto
FrIujFnTMYw,50.000,60.000,/m/0g6b5
FrWz1mgFwyA,500.000,510.000,/m/03m9d0z
FrYMTWFBxRk,30.000,40.000,/m/03k3r
Fr_a7aQFrp4,330.000,340.000,/m/06mb1
FrgtHuSZSyU,30.000,40.000,/m/06h7j
FrsXgxc3wGc,30.000,40.000,/m/06_fw
Frw91-jUwu4,30.000,40.000,/m/06mb1
FsE2Ukclizc,70.000,80.000,/m/06_fw
FsIzzw0bhqQ,40.000,50.000,/m/0g6b5
FsJ5H3iSXyg,60.000,70.000,/m/03vt0
FsMl__Gg0zs,30.000,40.000,/m/06h7j
FsOm6KyHO-Q,40.000,50.000,/m/05kq4
FsWmJfKW1iY,250.000,260.000,/m/06bz3
FsZXOP_VLY0,30.000,40.000,/m/06mb1
Fs_ae6z0tiw,80.000,90.000,/m/06_fw
Fs_fVR-n1fE,10.000,20.000,/m/03m9d0z
FsmgZvli2BY,1.000,11.000,/m/06bz3
FsrSw1PNlqQ,28.000,38.000,/m/06mb1
Ft3UFFMCndQ,10.000,20.000,/m/06_fw
Ft54T-MT4zw,50.000,60.000,/m/01yrx
FtBmOyzDhfc,8.000,18.000,/m/06h7j
FtEV6xke40E,60.000,70.000,/m/06bz3
FtMMI4lZu1c,60.000,70.000,/m/03m9d0z
FtMMI4lZu1c,60.000,70.000,/m/05kq4
FtNE7hLjnRs,30.000,40.000,/m/06mb1
FtNV_Gq62l8,19.000,29.000,/m/01yrx
FtnxXTVZ6Zo,0.000,8.000,/m/06_fw
FtuKVXxpojM,30.000,40.000,/m/06mb1
Fu2-cuJKovM,0.000,10.000,/m/0g6b5
Fu2kISk10rw,90.000,100.000,/m/03vt0
Fu9YYSZyBJM,30.000,40.000,/m/03k3r
FuAll9BN7bM,10.000,20.000,/m/0g6b5
FuBt-mRaM04,150.000,160.000,/m/06bz3
FuLvgsW5Ef4,170.000,180.000,/m/05kq4
FuQz_TpKhd4,10.000,20.000,/m/03m9d0z
FuQz_TpKhd4,10.000,20.000,/m/05kq4
FuSPQ9PjU7k,10.000,20.000,/m/06_fw
FuXq2VkzU1M,220.000,230.000,/m/03m9d0z
FuZYsF1Q7a8,0.000,10.000,/m/06_fw
FucYmXzPI-8,22.000,32.000,/m/03k3r
Fue2tikcbFU,30.000,40.000,/m/03k3r
Fuhe0vSWNQ8,170.000,180.000,/m/06_fw
FuhzXlzywck,30.000,40.000,/m/01yrx
FuiwZeEH_uA,30.000,40.000,/m/01yrx
FumlkvQmrr0,140.000,150.000,/m/03m9d0z
FuoCZZkiqRw,30.000,40.000,/m/03m9d0z
FuuiAf01H0A,30.000,40.000,/m/0199g
Fv-FEPVxSZM,21.000,31.000,/m/03k3r
Fv7uLN5pv50,60.000,70.000,/m/03k3r
Fv8XZJR4NJU,50.000,60.000,/m/03m9d0z
FvERxXRZVoI,30.000,40.000,/m/03m9d0z
FvSaOerRJWM,110.000,120.000,/m/06_fw
FvSk3AU0HcE,50.000,60.000,/m/03m9d0z
FvWdEQe0vxE,30.000,40.000,/m/05kq4
FvX_t89X8W0,30.000,40.000,/m/01yrx
Fv_N92cTD68,0.000,8.000,/m/03k3r
FveM3w0BCqw,6.000,16.000,/m/03k3r
FvnYbfc6hro,460.000,470.000,/m/06_fw
FvpKKOQ57Ow,50.000,60.000,/m/0g6b5
FvpZrvVV2Fs,50.000,60.000,/m/0g6b5
FvqXfFwflQw,29.000,39.000,/m/03k3r
FvwbtBOP0pc,360.000,370.000,/m/03m9d0z
Fw5DHeNema8,40.000,50.000,/m/03k3r
Fw5foxIv-S8,150.000,160.000,/m/03m9d0z
FwBOr4WRmYc,0.000,10.000,/m/0g6b5
FwJArlu_JuA,15.000,25.000,/m/03m9d0z
FwLbXcp4X4g,30.000,40.000,/m/03k3r
FwO0QfWbyug,340.000,350.000,/m/03vt0
FwYYwMDWhI0,20.000,30.000,/m/03vt0
FwZXkaBgHpU,0.000,10.000,/m/03m9d0z
FwZXkaBgHpU,0.000,10.000,/m/06mb1
FwfhMC4SWxU,30.000,40.000,/m/06h7j
Fwji8GSH6zw,360.000,370.000,/m/03vt0
FwlLx1opEKo,30.000,40.000,/m/03m9d0z
FwqxZphmax8,50.000,60.000,/m/03m9d0z
FwtTt_4TwGk,20.000,30.000,/m/03m9d0z
FxFGKJJONRY,30.000,40.000,/m/01yrx
FxGw9UdlcFo,0.000,10.000,/m/0g6b5
FxHZ509t_u0,0.000,10.000,/m/0199g
FxNDP0zCjD8,30.000,40.000,/m/0g6b5
FxQPQrclApE,80.000,90.000,/m/06mb1
FxQo0g0Qfo0,380.000,390.000,/m/05kq4
FxTIHXqKlis,30.000,40.000,/m/03vt0
FxfG4MJQPuY,260.000,270.000,/m/06mb1
Fxp4hZ0fvZA,40.000,50.000,/m/03k3r
Fy-JyVAV7ew,150.000,160.000,/m/0199g
FyHfj3dwD70,30.000,40.000,/m/05kq4
FyMYP14729E,30.000,40.000,/m/03m9d0z
FyMYP14729E,30.000,40.000,/m/05kq4
FyMnl2WvRts,90.000,100.000,/m/03m9d0z
FyStdJobbMk,10.000,20.000,/m/06_fw
FyUtHq2GnZI,30.000,40.000,/m/03m9d0z
Fy_XRVO-jl8,7.000,17.000,/m/0199g
FyiFULfYO0s,30.000,40.000,/m/03k3r
FyxB4f19za0,30.000,40.000,/m/03k3r
Fz0W9C1PUBY,30.000,40.000,/m/03m9d0z
FzE4bB69T1s,220.000,230.000,/m/03vt0
FzFOAEbZHJ0,30.000,40.000,/m/06h7j
FzNgHVdLvDw,30.000,40.000,/m/03k3r
FzP4R1Dryck,10.000,20.000,/m/0g6b5
FzSATPNS5_M,240.000,250.000,/m/06bz3
FzZHR-z57FM,100.000,110.000,/m/06_fw
FzayrDTgSsA,30.000,40.000,/m/06mb1
FzplS6RTioI,22.000,32.000,/m/01yrx
FzxFcKPvfS4,30.000,40.000,/m/06mb1
G-3wiPPQY5A,17.000,27.000,/m/03k3r
G-7tKWKT_ug,60.000,70.000,/m/03vt0
G-AKDi9F4ZE,30.000,40.000,/m/05kq4
G-NgZ0zn1dE,30.000,40.000,/m/03k3r
G-QHf39o6_o,160.000,170.000,/m/03k3r
G-jf4yod1Ak,260.000,270.000,/m/03vt0
G-jrAgJZ3nY,30.000,40.000,/m/03k3r
G-jsAK9ITwM,30.000,40.000,/m/03m9d0z
G-jsAK9ITwM,30.000,40.000,/m/05kq4
G-rara5RAOM,30.000,40.000,/m/06_fw
G-xQ1oJINDA,30.000,40.000,/m/03k3r
G-ytp-KQnE4,30.000,40.000,/m/03m9d0z
G02fazGy_-4,10.000,20.000,/m/06mb1
G072rDiRb3Q,30.000,40.000,/m/06h7j
G0GGA400Y78,30.000,40.000,/m/0g6b5
G0QfwbeFYIA,25.000,35.000,/m/03m9d0z
G0Sg_IhZG4g,460.000,470.000,/m/0g6b5
G0aNYeQ6tI8,0.000,8.000,/m/01yrx
G0fnEajfzf4,30.000,40.000,/m/06_fw
G0qzmY2HBaQ,50.000,60.000,/m/03k3r
G0skwZ0UuJU,10.000,20.000,/m/03m9d0z
G0v7se4XnYs,30.000,40.000,/m/0199g
G0wDLh3TZFk,30.000,40.000,/m/03k3r
G0yHAYg7qFo,30.000,40.000,/m/06h7j
G1C24eq7Lbs,170.000,180.000,/m/06mb1
G1LhbF6TxXs,60.000,70.000,/m/05kq4
G1PEz4ctO6o,30.000,40.000,/m/03k3r
G1W6LZJ7_w0,400.000,410.000,/m/03m9d0z
G1bogWhbmzk,30.000,40.000,/m/06bz3
G1fCXJT-J6Q,30.000,40.000,/m/03k3r
G1tWqqoaTtU,40.000,50.000,/m/06bz3
G20qfv_wLlk,30.000,40.000,/m/03k3r
G22hqmsZmLk,30.000,40.000,/m/06mb1
G2KruS9nW70,30.000,40.000,/m/06mb1
G2kdMU4Mk9Y,60.000,70.000,/m/06h7j
G2vZ1IVwiGU,30.000,40.000,/m/03k3r
G2vkfPzRSco,30.000,40.000,/m/0199g
G32PF3HjPAw,20.000,30.000,/m/06_fw
G3DdnBL0waA,100.000,110.000,/m/06mb1
G3W4EtUsnYk,50.000,60.000,/m/03vt0
G3aQ_kS88bE,180.000,190.000,/m/03vt0
G3bkg0VZ_ys,510.000,520.000,/m/06h7j
G3oofj4voC4,170.000,180.000,/m/06h7j
G3x3DzhxWEY,30.000,40.000,/m/06bz3
G46X_qxAXjk,16.000,26.000,/m/06h7j
G46tRMHopnk,0.000,9.000,/m/0199g
G4VEpF1ab0g,70.000,80.000,/m/03k3r
G4ZP4-aeIQ8,410.000,420.000,/m/0g6b5
G4eeYRTA46I,10.000,20.000,/m/03k3r
G4iYlmoI1Q4,30.000,40.000,/m/0199g
G4qgzsaNN7s,30.000,40.000,/m/0199g
G4stCyHqAu4,19.000,29.000,/m/0199g
G4uM7gq3f48,550.000,560.000,/m/03m9d0z
G4uM7gq3f48,550.000,560.000,/m/05kq4
G4wpY8UTQsM,0.000,10.000,/m/03vt0
G5Bh5jUM9D0,30.000,40.000,/m/06h7j
G5HN5mzICEI,60.000,70.000,/m/03vt0
G5SaLAXizOM,30.000,40.000,/m/03k3r
G5WJnNH9PMc,270.000,280.000,/m/0g6b5
G5Wrxg-0WJw,30.000,40.000,/m/03vt0
G5_HPIyAD6k,70.000,80.000,/m/06_fw
G5qAQGJ6T1s,0.000,10.000,/m/0199g
G5yWEwJYRdc,70.000,80.000,/m/06_fw
G62A4AbjLUY,200.000,210.000,/m/06h7j
G6LrILxnxpY,210.000,220.000,/m/03m9d0z
G6VL_QE559M,30.000,40.000,/m/03m9d0z
G6VL_QE559M,30.000,40.000,/m/05kq4
G6aCc7bpOWs,10.000,20.000,/m/06bz3
G6abZ8Eze6E,240.000,250.000,/m/05kq4
G6ambb6pop8,10.000,20.000,/m/03vt0
G6gI32vmJdk,30.000,40.000,/m/0199g
G6n5MlRVsxg,0.000,10.000,/m/06mb1
G6u17BxqDjE,130.000,140.000,/m/03vt0
G70pFYirNFA,30.000,40.000,/m/03m9d0z
G77p_xSAL6U,30.000,40.000,/m/06h7j
G7IHWlJQSp4,20.000,30.000,/m/03m9d0z
G7IHWlJQSp4,20.000,30.000,/m/05kq4
G7OaXnYvafQ,0.000,10.000,/m/0199g
G7TSBSJKUxw,17.000,27.000,/m/06_fw
G7ZksAV4UmY,30.000,40.000,/m/06mb1
G7gYem-sAww,20.000,30.000,/m/01yrx
G7rEW8DYXjw,20.000,30.000,/m/03k3r
G7xEBo3J1y0,150.000,160.000,/m/05kq4
G8-YMNCjdTw,30.000,40.000,/m/06h7j
G80JccOhogg,30.000,40.000,/m/03k3r
G8HrMnU9RzE,240.000,250.000,/m/06mb1
G8IUU0gjlEI,210.000,220.000,/m/03m9d0z
G8LR-rJFHHs,30.000,40.000,/m/06mb1
G8NuOLfZ5s8,260.000,270.000,/m/06mb1
G8UAtJTP8fE,60.000,70.000,/m/06mb1
G8a1775GcyQ,30.000,40.000,/m/03k3r
G8vCjpGML0A,180.000,190.000,/m/0g6b5
G8z7XVRUYbI,70.000,80.000,/m/03vt0
G9BOGCcrVKg,30.000,40.000,/m/06mb1
G9BggOqkriw,30.000,40.000,/m/03m9d0z
G9Cvj3BjZ7I,30.000,40.000,/m/03k3r
G9IlxeXV5sQ,230.000,240.000,/m/05kq4
G9JeKz3i85U,0.000,10.000,/m/03k3r
G9LFHpPU4ho,40.000,50.000,/m/06h7j
G9Nq91EYkf4,30.000,40.000,/m/0g6b5
G9R0MiH2drs,30.000,40.000,/m/03k3r
G9aFGxVDHdQ,30.000,40.000,/m/05kq4
G9p5a5366SA,30.000,40.000,/m/06bz3
GA1VwisQVf0,90.000,100.000,/m/03m9d0z
GA5NDRNryxQ,7.000,17.000,/m/03m9d0z
GACIvzR973c,270.000,280.000,/m/06mb1
GAMxftexgY4,290.000,300.000,/m/03m9d0z
GA_tFrKJEr8,12.000,22.000,/m/03m9d0z
GAsdiVpobjI,12.000,22.000,/m/03k3r
GB0BIaPXHsk,30.000,40.000,/m/03m9d0z
GB0X4cw1Aqc,30.000,40.000,/m/03m9d0z
GB0X4cw1Aqc,30.000,40.000,/m/05kq4
GBBo_hyCmG8,30.000,40.000,/m/06h7j
GBMafx81b3Y,0.000,6.000,/m/0199g
GBTuEdodNuE,90.000,100.000,/m/06_fw
GBe40Cqyq9E,30.000,40.000,/m/03m9d0z
GBf5DgubSuE,30.000,40.000,/m/03m9d0z
GBf5DgubSuE,30.000,40.000,/m/05kq4
GBgO2itNXqo,30.000,40.000,/m/03k3r
GBlKx3A1AeM,340.000,350.000,/m/03m9d0z
GBlYffYef3w,300.000,310.000,/m/03m9d0z
GBqdyit59uw,30.000,40.000,/m/03m9d0z
GBqr91Gadsw,30.000,40.000,/m/01yrx
GBt7DaSthPM,30.000,40.000,/m/03m9d0z
GBwAyGcI-oA,30.000,40.000,/m/03k3r
GCGr-IE2E4Q,0.000,10.000,/m/01yrx
GCRNJuqhJlM,30.000,40.000,/m/03m9d0z
GCRpCEYx-3g,10.000,20.000,/m/0199g
GCislZhHQTY,80.000,90.000,/m/03k3r
GCkJYLYsZuc,190.000,200.000,/m/03vt0
GCo53AjbW34,0.000,10.000,/m/01yrx
GCvHBSUcwQE,15.000,25.000,/m/03k3r
GD3W1oHJfrs,30.000,40.000,/m/03k3r
GD8dVFZaWNU,30.000,40.000,/m/06_fw
GDIcYC8rOv0,50.000,60.000,/m/0199g
GDKHF5GB-KA,30.000,40.000,/m/05kq4
GDNkZsfjkbo,30.000,40.000,/m/06mb1
GDP1DgI04hI,29.000,39.000,/m/03k3r
GDRyQYMXYDU,30.000,40.000,/m/03m9d0z
GDV-cdGJKcQ,14.000,24.000,/m/0199g
GDfWJtY4tBg,10.000,20.000,/m/03vt0
GDvEgmagywQ,340.000,350.000,/m/03m9d0z
GDww-qx0lOA,120.000,130.000,/m/06_fw
GDyVUpNDPiA,250.000,260.000,/m/06mb1
GE7fETLlY-8,30.000,40.000,/m/05kq4
GEEqbBbHfuM,240.000,250.000,/m/03m9d0z
GEN87RbKFQs,30.000,40.000,/m/06mb1
GEX_D6hxZhE,30.000,40.000,/m/06h7j
GEiA90uVZis,90.000,100.000,/m/06_fw
GElZ5OuUaqo,90.000,100.000,/m/03vt0
GEsFzQNU2OE,10.000,20.000,/m/01yrx
GEvcbNbKpiM,30.000,40.000,/m/03k3r
GEvq2vyI3Y8,30.000,40.000,/m/06h7j
GF2bxBofK6M,30.000,40.000,/m/06h7j
GF8Gu3GSfjA,5.000,15.000,/m/0199g
GFV9NUZjnG0,350.000,360.000,/m/03m9d0z
GFnTI-e6KPc,30.000,40.000,/m/03m9d0z
GFuLqEvhjKw,30.000,40.000,/m/06h7j
GG-T6ua43Ug,0.000,10.000,/m/06bz3
GGEMtYn7Ytc,30.000,40.000,/m/05kq4
GGJc7lIi1CE,30.000,40.000,/m/06h7j
GGXuJGf4cvU,230.000,240.000,/m/06_fw
GGZ3EPoirKQ,320.000,330.000,/m/0g6b5
GGe8gXXORLQ,50.000,60.000,/m/0g6b5
GGkvpUOhlFY,230.000,240.000,/m/03vt0
GGp53yg1pvc,90.000,100.000,/m/06_fw
GGvzvtKdbG0,30.000,40.000,/m/03m9d0z
GHHJIuldPhY,30.000,40.000,/m/0199g
GHHSfQqh5yU,0.000,10.000,/m/06_fw
GHHTwI5XRl8,18.000,28.000,/m/03m9d0z
GHR_1xtRfNM,120.000,130.000,/m/05kq4
GHZGyIuoabI,30.000,40.000,/m/0199g
GHbum403BrQ,10.000,20.000,/m/0g6b5
GHpOn2IClZE,30.000,40.000,/m/03m9d0z
GHpQ_Ie5dvM,390.000,400.000,/m/03m9d0z
GHqMWSeAfFc,20.000,30.000,/m/06_fw
GIHAUfcXI4k,30.000,40.000,/m/0199g
GIeyoXPYDL0,30.000,40.000,/m/06h7j
GIpZOC6svWU,30.000,40.000,/m/06h7j
GIpkCU3CI3c,30.000,40.000,/m/06h7j
GIvx1CgL9EY,30.000,40.000,/m/01yrx
GJ-4o5mwKHo,30.000,40.000,/m/06h7j
GJ6cWEuwlzg,150.000,160.000,/m/06mb1
GJByrbfnepY,10.000,20.000,/m/06_fw
GJK5RbCVrQA,100.000,110.000,/m/03m9d0z
GJSW0Hyc1TM,260.000,270.000,/m/06bz3
GJSqdD8m7CA,30.000,40.000,/m/06bz3
GJaybsizzm4,30.000,40.000,/m/01yrx
GJbfVBLsuQA,30.000,40.000,/m/06mb1
GJnXEk6LAE4,80.000,90.000,/m/06bz3
GJqnbUbSoDI,110.000,120.000,/m/06_fw
GJr3X8RzfWQ,50.000,60.000,/m/03m9d0z
GJwlr5pso8w,27.000,37.000,/m/06h7j
GJyGXpeJDvY,60.000,70.000,/m/03m9d0z
GK4m36CZBWs,70.000,80.000,/m/03m9d0z
GK4m36CZBWs,70.000,80.000,/m/05kq4
GK5dQEIiDHc,30.000,40.000,/m/06h7j
GK8pX9GArRk,30.000,40.000,/m/06mb1
GKANDqtGU8g,30.000,40.000,/m/05kq4
GKVx2xFu6vQ,290.000,300.000,/m/03m9d0z
GKeRjFV9lh4,30.000,40.000,/m/06h7j
GKepq7BQqxs,30.000,40.000,/m/06_fw
GKjwrPsHsrk,80.000,90.000,/m/03k3r
GKks5yMun_s,30.000,40.000,/m/03k3r
GKrOkFF8pP4,420.000,430.000,/m/06_fw
GKsZvf-I8ww,240.000,250.000,/m/0199g
GKzYZjfsQRo,30.000,40.000,/m/03m9d0z
GL5WtC7YNCY,180.000,190.000,/m/0199g
GL7dtSpqB1w,540.000,550.000,/m/06bz3
GLB6sXBb-ek,30.000,40.000,/m/03vt0
GLKDnYXvF5Y,220.000,230.000,/m/06_fw
GLMsJp_CpyI,20.000,30.000,/m/0g6b5
GLQjS-XFQp0,30.000,40.000,/m/03k3r
GLnWb0V76rY,30.000,40.000,/m/06h7j
GM31C7vMceE,30.000,40.000,/m/03k3r
GMGLz1FrO7A,30.000,40.000,/m/06h7j
GMKNcHzpS7Y,30.000,40.000,/m/06h7j
GMVsLBPKLsw,30.000,40.000,/m/06h7j
GMX5ySxeD4o,170.000,180.000,/m/06bz3
GMbhImYx904,0.000,10.000,/m/06_fw
GMgGjLQ1kig,10.000,20.000,/m/03m9d0z
GMk2NLY9_Zo,30.000,40.000,/m/03m9d0z
GMvf33c9d84,30.000,40.000,/m/01yrx
GN00IX-a1tE,30.000,40.000,/m/03k3r
GN3u5-GZBh4,140.000,150.000,/m/0g6b5
GNOf3cNPBe8,3.000,13.000,/m/0g6b5
GNQyn8JcLl8,40.000,50.000,/m/06_fw
GNfAZOOKJDk,30.000,40.000,/m/06h7j
GNhGxXEsFNM,30.000,40.000,/m/06mb1
GNhSvIOe4m4,0.000,10.000,/m/01yrx
GNj4fpk8DA4,20.000,30.000,/m/03m9d0z
GNliI81ijOA,1.000,11.000,/m/03k3r
GNo39vqvZ28,20.000,30.000,/m/06mb1
GNzlH0wxct0,30.000,40.000,/m/03k3r
GO1z92gxjpU,480.000,490.000,/m/03k3r
GOWwPXyoPJc,70.000,80.000,/m/06_fw
GOfidTD4W0Q,70.000,80.000,/m/06_fw
GOhwL7S9Q7A,30.000,40.000,/m/01yrx
GOkwfi33ikQ,21.000,31.000,/m/03m9d0z
GOkwfi33ikQ,21.000,31.000,/m/05kq4
GOugXfxswCU,30.000,40.000,/m/06h7j
GP1ROxHtJ2o,0.000,10.000,/m/0g6b5
GP1y_IZQI2E,30.000,40.000,/m/05kq4
GPN00Ix_DUA,250.000,260.000,/m/03m9d0z
GPN00Ix_DUA,250.000,260.000,/m/06mb1
GPVi8MUjq98,450.000,460.000,/m/0199g
GPbx_yNAeiU,40.000,50.000,/m/03m9d0z
GPbx_yNAeiU,40.000,50.000,/m/05kq4
GPg-EdZCWN4,30.000,40.000,/m/06h7j
GPq39ZzSxkQ,350.000,360.000,/m/06_fw
GPr1vcknjQ0,180.000,190.000,/m/06mb1
GPviHWwfhFE,30.000,40.000,/m/0199g
GPyzuIun09c,130.000,140.000,/m/06mb1
GPz4iiygpKs,0.000,10.000,/m/06_fw
GQ0nHsYJ6JI,40.000,50.000,/m/03m9d0z
GQMbMf8_oJw,22.000,32.000,/m/03k3r
GQZSNGzu4O8,30.000,40.000,/m/03k3r
GQc2wwoTCQ4,70.000,80.000,/m/03k3r
GQdWfeqK4Jw,30.000,40.000,/m/03k3r
GQdbOb4bg0A,560.000,570.000,/m/03vt0
GQiwOvPofnE,30.000,40.000,/m/06h7j
GQpUPe_U3-E,30.000,40.000,/m/03m9d0z
GQpcPvyxhuE,470.000,480.000,/m/06h7j
GQuX0bHAhqk,140.000,150.000,/m/0199g
GR-fqtzwnFA,50.000,60.000,/m/05kq4
GR22hQP6Mgg,100.000,110.000,/m/05kq4
GR3aZwluZQk,30.000,40.000,/m/0199g
GR96nKJUIew,210.000,220.000,/m/03k3r
GRI966ngWxc,140.000,150.000,/m/06bz3
GRIjJKPCKF4,30.000,40.000,/m/06h7j
GRVdV2BUfI8,17.000,27.000,/m/01yrx
GRe9j4oUFeY,10.000,20.000,/m/06_fw
GRipgtJW5ag,160.000,170.000,/m/03vt0
GS16BNIeKh0,6.000,16.000,/m/06_fw
GSDkB98JH0o,10.000,20.000,/m/06mb1
GSLozSyNJ7Q,20.000,30.000,/m/03m9d0z
GSYrZh4CBks,30.000,40.000,/m/03m9d0z
GScLrxeTArY,320.000,330.000,/m/03vt0
GSmG_2PMwmI,30.000,40.000,/m/03k3r
GSsZ4J4o1Gw,30.000,40.000,/m/03m9d0z
GT6VEFhyezk,9.000,19.000,/m/03m9d0z
GT6VEFhyezk,9.000,19.000,/m/06mb1
GTJV-KJgNL8,50.000,60.000,/m/05kq4
GTRB3i81UzM,200.000,210.000,/m/06_fw
GTSlSwXXW1M,30.000,40.000,/m/03k3r
GTSxm6i2QPE,20.000,30.000,/m/03m9d0z
GTZ59j7hIlk,30.000,40.000,/m/03m9d0z
GT_i-OhLtSU,30.000,40.000,/m/06h7j
GTg3VmdxIB0,20.000,30.000,/m/06_fw
GTgT6z-F30U,14.000,24.000,/m/0g6b5
GTwQEQgNpns,30.000,40.000,/m/0199g
GTwt2BoP9lA,80.000,90.000,/m/03m9d0z
GTwvmhfEerk,200.000,210.000,/m/06mb1
GTyUTDdc6xI,20.000,30.000,/m/03vt0
GU-tnW8SGtY,0.000,10.000,/m/01yrx
GU1gf247D3g,21.000,31.000,/m/0199g
GU3L4j063kM,50.000,60.000,/m/03m9d0z
GU3L4j063kM,50.000,60.000,/m/05kq4
GU6w1RKCTd0,20.000,30.000,/m/05kq4
GUL1Y86PG8k,12.000,22.000,/m/03k3r
GUV5p1RD8Fk,50.000,60.000,/m/06_fw
GUlVP-XJY2w,0.000,10.000,/m/06mb1
GUr2Q7nujcI,0.000,10.000,/m/06mb1
GUykCweYhS8,70.000,80.000,/m/0199g
GV32pRxOQv0,30.000,40.000,/m/03m9d0z
GV7lu4Y2Fs4,11.000,21.000,/m/0199g
GV8AROjQTYw,20.000,30.000,/m/03m9d0z
GV8_ppJp9I0,30.000,40.000,/m/03vt0
GVJiiriWWWM,30.000,40.000,/m/01yrx
GVQBhUyd7hg,0.000,10.000,/m/05kq4
GVVf8FOhUmQ,80.000,90.000,/m/0199g
GVcvcEsItx4,150.000,160.000,/m/0g6b5
GVdbOwOunGQ,30.000,40.000,/m/03k3r
GVf8fcZ-PLk,29.000,39.000,/m/06h7j
GVgjyoAi5zw,40.000,50.000,/m/01yrx
GVob3-eBNTA,30.000,40.000,/m/03k3r
GVsJ5j3HDJc,190.000,200.000,/m/03vt0
GW4R2iGPg1k,30.000,40.000,/m/06h7j
GW7_ltqWIPA,50.000,60.000,/m/03m9d0z
GW8CGiyEIxE,50.000,60.000,/m/0199g
GWC57ruKKZw,20.000,30.000,/m/0g6b5
GWHgeOEYeOI,350.000,360.000,/m/03k3r
GWJRfLGwex8,60.000,70.000,/m/05kq4
GWLjTHcZf-0,220.000,230.000,/m/03m9d0z
GWedNTKWAo8,30.000,40.000,/m/03k3r
GWmgGN3qwLk,280.000,290.000,/m/03vt0
GWnQXJF_dQw,0.000,10.000,/m/0g6b5
GWp3dpVtD7g,30.000,40.000,/m/0g6b5
GWsx3rTICZI,30.000,40.000,/m/03k3r
GWwnKBz4QQ0,30.000,40.000,/m/03k3r
GX3HvhKjGXM,30.000,40.000,/m/03m9d0z
GX3HvhKjGXM,30.000,40.000,/m/05kq4
GX3Q209zLY0,30.000,40.000,/m/03k3r
GX4yLEKWlbg,1.000,11.000,/m/05kq4
GX6Ydj-gBaM,0.000,10.000,/m/01yrx
GX9VMWYyYus,180.000,190.000,/m/03m9d0z
GXG5pu03jxQ,30.000,40.000,/m/06mb1
GXK7DLBIbb4,40.000,50.000,/m/03m9d0z
GXK7DLBIbb4,40.000,50.000,/m/05kq4
GXKUTV0YA3A,30.000,40.000,/m/01yrx
GXK_KLQ4DV0,80.000,90.000,/m/06_fw
GXMeMJiXOLU,7.000,17.000,/m/03m9d0z
GXNAnvRl0GY,13.000,23.000,/m/06h7j
GXZddaQdM3A,0.000,10.000,/m/06bz3
GXkASy_bWFY,120.000,130.000,/m/03vt0
GXzz54sjcLA,20.000,30.000,/m/0g6b5
GY1I1emDR3Q,50.000,60.000,/m/05kq4
GY9ksRPuGkc,170.000,180.000,/m/06bz3
GYFX4MO3LLY,80.000,90.000,/m/01yrx
GYJGgkHnfd8,30.000,40.000,/m/03m9d0z
GYLFsRqIi-A,150.000,160.000,/m/0g6b5
GYPgfIV9SmA,0.000,5.000,/m/06h7j
GYe3FyKJ_u8,30.000,40.000,/m/03k3r
GYgO2OvEVFQ,110.000,120.000,/m/06bz3
GYmXGWEZhOo,30.000,40.000,/m/0g6b5
GYp54RsGp04,50.000,60.000,/m/01yrx
GZ3X4Sh9Nz4,40.000,50.000,/m/0g6b5
GZDGBtckkOs,0.000,10.000,/m/03k3r
GZOPigV7IBI,30.000,40.000,/m/03k3r
GZSStOup5Nc,30.000,40.000,/m/06mb1
GZUq6qIMr4s,30.000,40.000,/m/06h7j
GZaPmnJKC0A,0.000,10.000,/m/05kq4
GZjYMhcQjS0,140.000,150.000,/m/03m9d0z
GZn2eTH5o9A,40.000,50.000,/m/06_fw
GZnfkEKZD6w,30.000,40.000,/m/06h7j
GZnn_mKs2cM,8.000,18.000,/m/03k3r
G_1BP__VJkg,320.000,330.000,/m/05kq4
G_8fEpuMWdk,10.000,20.000,/m/06_fw
G_DxIyU5zaU,30.000,40.000,/m/03m9d0z
G_DxIyU5zaU,30.000,40.000,/m/03vt0
G__R6wRlPAg,50.000,60.000,/m/03k3r
G_ihxlDPXrA,22.000,32.000,/m/0199g
G_k2qsahWHY,40.000,50.000,/m/01yrx
G_n86aQbv7k,10.000,20.000,/m/0g6b5
G_yAIO_GeOg,3.000,13.000,/m/01yrx
Ga1oi0tTkvM,30.000,40.000,/m/03k3r
Ga55xVRvcTc,30.000,40.000,/m/0199g
GaO1svBGuHE,100.000,110.000,/m/0199g
GaPjdAw-7MY,26.000,36.000,/m/03m9d0z
GaZhOF_ww4M,20.000,30.000,/m/01yrx
Ga_2OnN9nfw,190.000,200.000,/m/06bz3
Gaax1ga1FvU,210.000,220.000,/m/06bz3
GafcFzYXmHE,20.000,30.000,/m/06mb1
GahkEwdK3TE,90.000,100.000,/m/0g6b5
GaqUHaumNfE,150.000,160.000,/m/03m9d0z
Gb63BrpygvA,50.000,60.000,/m/0199g
GbM3QFssUhM,190.000,200.000,/m/05kq4
Gbo24rCLZb8,207.000,217.000,/m/03m9d0z
GbqFF3loyr4,30.000,40.000,/m/0199g
Gbs9awhgeVc,10.000,20.000,/m/06_fw
GcEsDxUkr00,170.000,180.000,/m/05kq4
GcG2oeXz_d4,17.000,27.000,/m/03m9d0z
